,index,Week_Of_Year,Store,Product,Promotion,Is_Holiday,Base Price,Price,Predicted_Units_Sold,Gross_Revenue
0,90,43,1,1,0,False,10.99,10.99,226.86956964394307,2493.2965703869345
1,91,44,1,1,0,False,10.99,10.99,208.64820657243496,2293.04379023106
2,92,45,1,1,0,False,10.99,10.99,129.9719169292912,1428.3913670529105
3,93,46,1,1,0,False,10.99,10.99,122.53042847169759,1346.6094089039566
4,94,47,1,1,0,True,10.99,10.99,119.7775918107699,1316.3557340003613
5,95,48,1,1,0,False,10.99,10.99,131.8095751440796,1448.5872308334347
6,96,49,1,1,0,False,10.99,10.99,169.21490016927322,1859.6717528603128
7,97,50,1,1,0,False,10.99,10.99,246.65245409498937,2710.7104705039333
8,98,51,1,1,0,False,10.99,10.99,364.1722296284045,4002.2528036161657
9,99,52,1,1,0,True,10.99,10.99,95.96623863791477,1054.6689626306834
10,100,1,1,1,0,False,10.99,10.99,101.44692090253298,1114.9016607188375
11,101,2,1,1,0,False,10.99,10.99,103.98340262109294,1142.7775948058113
12,102,3,1,1,0,False,10.99,10.99,99.98384457840501,1098.822451916671
13,103,4,1,1,0,False,10.99,10.99,99.22970973391654,1090.5345099757428
14,104,5,1,1,1,False,10.99,8.79,205.84487779281375,1809.3764757988326
15,105,6,1,1,1,True,10.99,8.79,318.6636536646748,2801.0535157124914
16,106,7,1,1,1,False,10.99,8.79,380.9339307182389,3348.4092510133196
17,107,8,1,1,1,False,10.99,8.79,168.60007084095756,1481.9946226920167
18,108,9,1,1,0,False,10.99,10.99,107.68461335640838,1183.453900786928
19,109,10,1,1,0,False,10.99,10.99,106.63968811565509,1171.9701723910496
20,110,11,1,1,0,False,10.99,10.99,107.15794161708234,1177.665778371735
21,111,12,1,1,0,False,10.99,10.99,104.68129138196912,1150.4473922878406
22,112,13,1,1,0,False,10.99,10.99,136.6544645668729,1501.832565589933
23,113,14,1,1,0,False,10.99,10.99,140.25925563033272,1541.4492193773565
24,114,15,1,1,0,False,10.99,10.99,143.01789988438537,1571.7667197293952
25,115,16,1,1,0,False,10.99,10.99,274.65356606229926,3018.442691024669
26,116,17,1,1,0,False,10.99,10.99,236.25361491145662,2596.4272278769085
27,117,18,1,1,1,False,10.99,8.79,173.76180176309245,1527.3662374975825
28,118,19,1,1,1,False,10.99,8.79,154.89313846531482,1361.510687110117
29,119,20,1,1,1,False,10.99,8.79,160.65279618295028,1412.1380784481328
30,120,21,1,1,1,False,10.99,8.79,158.50988301702287,1393.301871719631
31,121,22,1,1,0,False,10.99,10.99,97.65879244095314,1073.270128926075
32,122,23,1,1,0,False,10.99,10.99,96.73383932102753,1063.1048941380925
33,123,24,1,1,0,False,10.99,10.99,94.15757013062893,1034.791695735612
34,124,25,1,1,0,False,10.99,10.99,96.6677505443173,1062.3785784820473
35,125,26,1,1,0,False,10.99,10.99,105.03979589842194,1154.387356923657
36,126,27,1,1,0,False,10.99,10.99,88.18608227776336,969.1650442326194
37,127,28,1,1,0,False,10.99,10.99,70.5097254491999,774.9018826867069
38,128,29,1,1,0,False,10.99,10.99,69.50331365615764,763.8414170811725
39,129,30,1,1,0,False,10.99,10.99,83.35255058421767,916.0445309205522
40,130,31,1,1,0,False,10.99,10.99,89.31468550810817,981.5683937341088
41,131,32,1,1,0,False,10.99,10.99,76.82889383102857,844.3495432030039
42,132,33,1,1,0,False,10.99,10.99,78.76594525176743,865.6377383169241
43,133,34,1,1,0,False,10.99,10.99,120.47082910132666,1323.9744118235799
44,134,35,1,1,0,False,10.99,10.99,103.4479348522219,1136.8928040259188
45,135,36,1,1,0,True,10.99,10.99,103.84100645619534,1141.212660953587
46,136,37,1,1,0,False,10.99,10.99,104.72824117482219,1150.9633705112958
47,137,38,1,1,0,False,10.99,10.99,105.40814119210103,1158.4354717011904
48,138,39,1,1,0,False,10.99,10.99,108.68404817743264,1194.4376894699847
49,139,40,1,1,0,False,10.99,10.99,122.2081651031019,1343.06773448309
50,140,41,1,1,0,False,10.99,10.99,132.3538423432994,1454.5687273528604
51,141,42,1,1,0,False,10.99,10.99,135.26285918713924,1486.5388224666603
52,142,43,1,1,0,False,10.99,10.99,226.86956964394307,2493.2965703869345
53,233,43,1,2,0,False,5.99,5.99,293.8854149625466,1760.373635625654
54,234,44,1,2,0,False,5.99,5.99,330.74264316641325,1981.1484325668155
55,235,45,1,2,0,False,5.99,5.99,308.05367838469266,1845.241533524309
56,236,46,1,2,0,False,5.99,5.99,287.7883632142961,1723.8522956536337
57,237,47,1,2,0,True,5.99,5.99,299.6198396891694,1794.7228397381248
58,238,48,1,2,0,False,5.99,5.99,298.61323699376993,1788.693289592682
59,239,49,1,2,0,False,5.99,5.99,300.00508492897444,1797.0304587245569
60,240,50,1,2,0,False,5.99,5.99,344.2340269046719,2061.961821158985
61,241,51,1,2,0,False,5.99,5.99,417.49532067376373,2500.7969708358446
62,242,52,1,2,0,True,5.99,5.99,267.39303813988244,1601.684298457896
63,243,1,1,2,0,False,6.99,6.99,301.0548497109655,2104.373399479649
64,244,2,1,2,0,False,6.99,6.99,289.7065960983311,2025.0491067273344
65,245,3,1,2,0,False,6.99,6.99,280.35957868146147,1959.7134549834157
66,246,4,1,2,0,False,6.99,6.99,282.1167997116101,1971.9964299841547
67,247,5,1,2,0,False,6.99,6.99,315.6228429649186,2206.203672324781
68,248,6,1,2,0,True,6.99,6.99,289.602520887413,2024.3216210030168
69,249,7,1,2,0,False,6.99,6.99,334.4953035480577,2338.1221718009233
70,250,8,1,2,0,False,6.99,6.99,295.0473385845844,2062.380896706245
71,251,9,1,2,0,False,6.99,6.99,326.0017322574425,2278.752108479523
72,252,10,1,2,0,False,6.99,6.99,298.0767491680874,2083.556476684931
73,253,11,1,2,0,False,6.99,6.99,305.01295828463134,2132.0405784095733
74,254,12,1,2,0,False,6.99,6.99,276.3058336727086,1931.3777773722334
75,255,13,1,2,0,False,6.99,6.99,406.60671416455904,2842.180932010268
76,256,14,1,2,1,False,6.99,4.68,595.2554926542168,2785.7957056217347
77,257,15,1,2,1,False,6.99,4.68,564.7288061928487,2642.9308129825317
78,258,16,1,2,1,False,6.99,4.68,554.3033164372978,2594.1395209265534
79,259,17,1,2,1,False,6.99,4.68,553.6864919823394,2591.252782477348
80,260,18,1,2,0,False,6.99,6.99,317.59384872117715,2219.981002561028
81,261,19,1,2,0,False,6.99,6.99,288.3286875693987,2015.417526110097
82,262,20,1,2,0,False,6.99,6.99,297.47029804183916,2079.3173833124556
83,263,21,1,2,0,False,6.99,6.99,300.2707131243527,2098.8922847392255
84,264,22,1,2,0,False,6.99,6.99,304.9987805157993,2131.941475805437
85,265,23,1,2,0,False,6.99,6.99,307.9678416039364,2152.6952128115154
86,266,24,1,2,0,False,6.99,6.99,296.0650041490133,2069.494379001603
87,267,25,1,2,0,False,6.99,6.99,287.64439845541847,2010.6343452033752
88,268,26,1,2,0,False,6.99,6.99,343.8195323138357,2403.2985308737116
89,269,27,1,2,1,False,6.99,4.68,540.618641964535,2530.0952443940237
90,270,28,1,2,1,False,6.99,4.68,538.2151127985585,2518.8467278972535
91,271,29,1,2,1,False,6.99,4.68,554.0763710977321,2593.077416737386
92,272,30,1,2,1,False,6.99,4.68,547.9570313525306,2564.4389067298434
93,273,31,1,2,0,False,6.99,6.99,333.36433276399026,2330.216686020292
94,274,32,1,2,0,False,6.99,6.99,294.5920961819425,2059.198752311778
95,275,33,1,2,0,False,6.99,6.99,302.34715970584244,2113.406646343839
96,276,34,1,2,0,False,6.99,6.99,327.0625727556418,2286.1673835619363
97,277,35,1,2,0,False,6.99,6.99,315.9180891678162,2208.2674432830354
98,278,36,1,2,0,True,6.99,6.99,301.34461138703176,2106.3988335953522
99,279,37,1,2,0,False,6.99,6.99,294.53484276994436,2058.798550961911
100,280,38,1,2,0,False,6.99,6.99,280.06132975771817,1957.62869500645
101,281,39,1,2,0,False,6.99,6.99,293.28395347914295,2050.054834819209
102,282,40,1,2,0,False,6.99,6.99,303.9548152198714,2124.6441583869014
103,283,41,1,2,0,False,6.99,6.99,294.808378375723,2060.710564846304
104,284,42,1,2,0,False,6.99,6.99,283.50140989778845,1981.6748551855412
105,285,43,1,2,0,False,6.99,6.99,293.8854149625466,2054.259050588201
106,376,43,1,3,0,False,21.99,21.99,78.86770270977999,1734.3007825880618
107,377,44,1,3,1,False,21.99,11.0,224.81022480102865,2472.912472811315
108,378,45,1,3,1,False,21.99,11.0,201.27339898547194,2214.007388840191
109,379,46,1,3,1,False,21.99,11.0,166.86403118640433,1835.5043430504477
110,380,47,1,3,1,True,21.99,11.0,222.4798576280751,2447.278433908826
111,381,48,1,3,0,False,21.99,21.99,81.60013179151971,1794.3868980955183
112,382,49,1,3,0,False,21.99,21.99,74.19194761302948,1631.4809280105183
113,383,50,1,3,0,False,21.99,21.99,97.9216490426432,2153.297062447724
114,384,51,1,3,0,False,21.99,21.99,86.10449382632898,1893.437819240974
115,385,52,1,3,0,True,21.99,21.99,58.77492606437749,1292.460624155661
116,386,1,1,3,0,False,19.99,19.99,79.96788389004148,1598.5579989619291
117,387,2,1,3,0,False,19.99,19.99,64.61111145319099,1291.5761179492877
118,388,3,1,3,0,False,19.99,19.99,67.86281038630425,1356.5775796222217
119,389,4,1,3,0,False,19.99,19.99,62.61041403347997,1251.5821765292644
120,390,5,1,3,0,False,19.99,19.99,76.43281900990334,1527.8920520079675
121,391,6,1,3,0,True,19.99,19.99,80.67638088130813,1612.7208538173495
122,392,7,1,3,0,False,19.99,19.99,81.60814342241392,1631.3467870140541
